ID,measurement_time,target,source_1_temperature,source_2_temperature,source_3_temperature,source_4_temperature,mean_room_temperature,sun_radiation_east,sun_radiation_west,sun_radiation_south,sun_radiation_north,sun_radiation_perpendicular,outside_temperature,wind_speed,wind_direction,clouds
19,2023-11-01 19:00:00,4.766666730244954,32.03333409627279,19.133333206176758,20.066666920979817,21.46666653951009,20.843850100169718,0.0,0.0,0.0,0.0,0.0,13.13,6.17,180.0,100.0
20,2023-11-01 20:00:00,3.6666666666666665,31.0,19.34999942779541,20.100000381469727,21.433333079020183,20.716045756117847,0.0,0.0,0.0,0.0,0.0,12.33,6.69,190.0,75.0
21,2023-11-01 21:00:00,4.199999988079071,30.27500009536743,19.333332697550457,20.100000381469727,21.333332697550457,20.60927595487205,0.0,0.0,0.0,0.0,0.0,11.52,6.69,190.0,75.0
22,2023-11-01 22:00:00,3.5666666825612388,29.733333587646484,19.399999618530273,20.133333841959637,21.333332697550457,20.48514781222121,0.0,0.0,0.0,0.0,0.0,11.29,6.17,190.0,75.0
23,2023-11-01 23:00:00,3.799999952316284,29.374999523162842,19.333332697550457,20.100000381469727,21.299999237060547,20.4011675438146,0.0,0.0,0.0,0.0,0.0,10.47,5.66,180.0,17.0
24,2023-11-02 00:00:00,4.233333349227905,29.166667302449543,19.5,20.133333841959637,21.266666412353516,20.297957016832086,0.0,0.0,0.0,0.0,0.0,10.24,4.63,180.0,55.0
25,2023-11-02 01:00:00,3.3666667143503823,29.03333346048991,19.5,20.15000057220459,21.200000286102295,20.20834045444338,0.0,0.0,0.0,0.0,0.0,10.0,4.12,170.0,100.0
26,2023-11-02 02:00:00,3.199999988079071,30.499999523162842,19.5,20.100000381469727,22.200000127156574,20.116278693804176,0.0,0.0,0.0,0.0,0.0,9.78,5.14,150.0,100.0
27,2023-11-02 03:00:00,4.1333333651224775,33.0,19.5,20.133333841959637,24.400000254313152,20.050273190382132,0.0,0.0,0.0,0.0,0.0,9.77,4.63,140.0,100.0
28,2023-11-02 04:00:00,8.999999761581421,32.733333587646484,19.550000190734863,20.066666920979817,24.200000762939453,20.005032376525225,0.0,0.0,0.0,0.0,0.0,9.77,5.14,140.0,94.0
29,2023-11-02 05:00:00,9.025000095367432,32.89999961853027,19.633333841959637,20.0,25.56666628519694,19.986719667971347,0.0,0.0,0.0,0.0,0.0,10.01,5.66,140.0,100.0
30,2023-11-02 06:00:00,26.299999872843426,28.700000762939453,17.200000286102295,19.299999872843426,25.733332951863606,19.94638906536991,0.0,0.0,0.0,0.0,0.0,10.82,5.66,130.0,99.0
31,2023-11-02 07:00:00,21.43333371480306,32.89999961853027,19.46666653951009,20.099999745686848,25.0,20.203282258707137,0.0,0.0,0.0,0.0,0.0,11.04,6.69,130.0,100.0
32,2023-11-02 08:00:00,28.324999913573265,36.02499961853027,19.799999237060547,19.799999713897705,23.0,20.54997207689456,110.29032258064515,9.225806451612904,47.80645161290323,9.225806451612904,95.19354838709677,11.04,7.2,140.0,75.0
33,2023-11-02 09:00:00,22.5666663646698,34.8999989827474,19.833333333333332,19.633333206176758,22.96666653951009,20.8480796432666,344.6774193548387,31.741935483870968,253.67741935483872,31.741935483870968,351.51612903225805,11.04,7.72,140.0,100.0
34,2023-11-02 10:00:00,24.600000063578285,35.86666615804037,20.100000381469727,19.700000127156574,22.56666628519694,21.128847548748002,444.80645161290323,53.483870967741936,510.0967741935484,52.483870967741936,572.0322580645161,12.9,9.26,150.0,20.0
35,2023-11-02 11:00:00,21.699999809265137,34.22500038146973,20.299999872843426,19.833333333333332,21.666667302449543,21.19559414812314,373.0967741935484,68.06451612903226,693.1612903225806,66.48387096774194,680.0322580645161,12.92,8.75,150.0,75.0
36,2023-11-02 12:00:00,25.166667143503823,34.233333587646484,20.5,19.666666666666668,21.899999618530273,21.234447165338796,213.80645161290323,78.90322580645162,792.7096774193549,73.48387096774194,726.3870967741935,14.18,9.26,160.0,75.0
37,2023-11-02 13:00:00,25.766666253407795,35.300000508626304,20.399999618530273,19.53333346048991,21.799999237060547,21.38871963729995,82.90322580645162,151.3548387096774,807.0322580645161,75.48387096774194,732.7096774193549,15.2,9.26,160.0,40.0
38,2023-11-02 14:00:00,20.775000274181366,36.07499980926514,20.25,19.56666628519694,21.799999237060547,21.29614431588026,71.48387096774194,326.80645161290323,735.0645161290322,69.90322580645162,700.8387096774194,14.17,10.29,170.0,40.0
39,2023-11-02 15:00:00,21.10000038643678,34.36666742960612,19.866666158040363,19.499999523162842,21.675000190734863,21.266388038255837,58.483870967741936,435.2258064516129,580.3870967741935,57.903225806451616,617.7096774193549,11.92,8.23,200.0,100.0
40,2023-11-02 16:00:00,17.96666653951009,34.90000025431315,19.799999237060547,19.333332697550457,21.600000381469727,21.115637975815805,39.903225806451616,404.61290322580646,346.4516129032258,40.32258064516129,441.2258064516129,11.05,9.77,180.0,20.0
41,2023-11-02 17:00:00,10.350000262260437,34.92500019073486,17.449999809265137,19.600000381469727,21.566666920979817,20.890888897919737,13.0,161.8709677419355,82.61290322580645,13.419354838709676,148.03225806451616,11.27,11.83,180.0,20.0
42,2023-11-02 18:00:00,6.699999968210856,32.79999923706055,19.366666793823242,19.733333587646484,21.53333346048991,20.72874817916569,0.0,0.0,0.0,0.0,0.0,10.46,9.77,180.0,75.0
43,2023-11-02 19:00:00,5.166666666666667,31.46666653951009,19.899999618530273,19.799999237060547,21.5,20.550045552663907,0.0,0.0,0.0,0.0,0.0,11.27,8.75,170.0,100.0
44,2023-11-02 20:00:00,4.225000023841858,30.425000190734863,20.03333346048991,19.799999237060547,21.399999618530273,20.410102954816647,0.0,0.0,0.0,0.0,0.0,12.07,10.29,190.0,100.0
45,2023-11-02 21:00:00,5.400000015894572,29.733333587646484,20.0,19.799999237060547,21.366666158040363,20.309652264024194,0.0,0.0,0.0,0.0,0.0,11.51,9.26,180.0,100.0
46,2023-11-02 22:00:00,3.1666666666666665,29.266666412353516,19.899999618530273,19.866666158040363,21.333332697550457,20.198755446198167,0.0,0.0,0.0,0.0,0.0,11.29,10.29,190.0,100.0
47,2023-11-02 23:00:00,3.3749999403953552,28.84999990463257,19.84999942779541,19.899999618530273,21.25,20.135645186516545,0.0,0.0,0.0,0.0,0.0,11.05,12.35,200.0,100.0
48,2023-11-03 00:00:00,6.0,35.40000025431315,19.833332697550457,19.866666158040363,21.5,20.04043276140767,0.0,0.0,0.0,0.0,0.0,8.16,8.23,170.0,75.0
49,2023-11-03 01:00:00,5.199999968210856,36.233333587646484,19.949999809265137,19.933333079020183,21.46666653951009,19.976325309421856,0.0,0.0,0.0,0.0,0.0,8.14,9.26,180.0,100.0
50,2023-11-03 02:00:00,3.700000047683716,36.05000019073486,19.799999237060547,19.899999618530273,22.133333841959637,19.884556665335076,0.0,0.0,0.0,0.0,0.0,8.96,8.75,180.0,100.0
51,2023-11-03 03:00:00,9.600000301996866,34.20000076293945,19.75,19.899999618530273,25.166666666666668,19.852000131914693,0.0,0.0,0.0,0.0,0.0,8.38,7.2,180.0,100.0
52,2023-11-03 04:00:00,5.599999904632568,33.90000025431315,19.566666920979817,19.899999618530273,22.900000254313152,19.83519545015041,0.0,0.0,0.0,0.0,0.0,8.96,8.23,190.0,100.0
53,2023-11-03 05:00:00,4.975000023841858,34.125,19.5,19.866666158040363,22.43333371480306,19.81401712244984,0.0,0.0,0.0,0.0,0.0,8.96,9.77,200.0,100.0
54,2023-11-03 06:00:00,19.366666793823242,34.333333333333336,18.799999872843426,19.424999237060547,22.449999809265137,19.79925091449505,0.0,0.0,0.0,0.0,0.0,8.96,8.75,200.0,100.0
55,2023-11-03 07:00:00,29.3000002404054,35.29999923706055,19.0,20.233333587646484,22.433333079020183,20.151765136752932,0.0,0.0,0.0,0.0,0.0,9.19,9.26,200.0,100.0
56,2023-11-03 08:00:00,28.425000369548798,35.75,19.200000127156574,19.99999936421712,22.166667302449543,20.425551090035388,101.80645161290323,8.516129032258066,44.12903225806451,8.516129032258066,87.87096774193549,9.18,9.26,200.0,75.0
57,2023-11-03 09:00:00,24.76666720708211,33.699999491373696,19.199999809265137,20.0,21.96666717529297,20.673648854754735,334.5483870967742,30.838709677419356,247.5483870967742,30.838709677419356,341.3225806451613,9.19,8.23,200.0,100.0
58,2023-11-03 10:00:00,18.833333094914753,34.43333307902018,19.366666158040363,19.866666793823242,21.399999618530273,20.815256455346248,439.1290322580645,52.67741935483871,505.93548387096774,51.67741935483871,565.6451612903226,10.01,8.75,210.0,75.0
59,2023-11-03 11:00:00,23.199999451637268,33.725000858306885,20.300000190734863,19.799999872843426,21.299999237060547,20.890381890590902,369.93548387096774,67.29032258064517,690.2258064516129,65.6774193548387,675.6451612903226,10.26,8.23,210.0,100.0
60,2023-11-03 12:00:00,16.699999809265137,33.5,18.09999942779541,19.949999809265137,21.34999942779541,20.863170495957426,212.1290322580645,78.06451612903226,790.1935483870968,72.6774193548387,722.741935483871,11.29,7.2,210.0,100.0
61,2023-11-03 13:00:00,32.60000022252401,34.333333333333336,19.5,19.733333587646484,21.46666653951009,20.985935457598778,82.06451612903226,150.09677419354838,804.6451612903226,74.6774193548387,729.1935483870968,11.51,7.72,210.0,100.0
62,2023-11-03 14:00:00,20.49999988079071,34.82500076293945,19.53333346048991,19.833333333333332,21.5,21.006753537475422,70.6774193548387,324.1290322580645,732.2903225806451,69.06451612903226,696.7741935483871,11.29,8.23,210.0,75.0
63,2023-11-03 15:00:00,17.266666382551193,34.63333384195963,19.40000057220459,19.700000762939453,21.399999618530273,20.963387917429742,57.67741935483871,430.51612903225805,576.741935483871,57.064516129032256,612.1935483870968,11.05,7.72,200.0,75.0
64,2023-11-03 16:00:00,18.93333371480306,34.1000010172526,19.366666793823242,19.65000009536743,21.274999618530273,20.76531535536585,39.064516129032256,396.258064516129,341.0322580645161,39.45161290322581,432.51612903225805,10.47,7.2,200.0,75.0
65,2023-11-03 17:00:00,15.049999952316284,35.0,19.25,19.833333333333332,21.200000762939453,20.70450540727185,12.0,149.4193548387097,76.25806451612902,12.387096774193548,136.6451612903226,10.24,7.2,210.0,40.0
66,2023-11-03 18:00:00,10.066666920979818,35.43333307902018,18.899999618530273,19.6999994913737,21.233333587646484,20.631242846536807,0.0,0.0,0.0,0.0,0.0,10.24,8.75,210.0,20.0
67,2023-11-03 19:00:00,9.399999936421713,34.5,18.949999809265137,19.866666158040363,21.200000127156574,20.491173855104755,0.0,0.0,0.0,0.0,0.0,10.01,8.75,210.0,20.0
68,2023-11-03 20:00:00,7.899999976158142,34.10000038146973,19.0,19.833332697550457,21.066666920979817,20.353333470368472,0.0,0.0,0.0,0.0,0.0,9.43,7.72,200.0,75.0
69,2023-11-03 21:00:00,8.53333314259847,32.03333346048991,19.100000381469727,19.866666158040363,21.0,20.272086065148795,0.0,0.0,0.0,0.0,0.0,9.19,7.72,210.0,67.0
70,2023-11-03 22:00:00,15.133333524068197,32.833333333333336,19.03333346048991,19.799999237060547,21.03333346048991,20.20652328545902,0.0,0.0,0.0,0.0,0.0,8.38,6.69,210.0,65.0
71,2023-11-03 23:00:00,7.674999833106995,36.09999942779541,19.0,19.799999237060547,21.375000476837158,20.129400415505987,0.0,0.0,0.0,0.0,0.0,8.14,6.17,200.0,99.0
72,2023-11-04 00:00:00,9.099999904632568,35.3999989827474,19.100000381469727,19.833332697550457,21.833332697550457,20.04087013918453,0.0,0.0,0.0,0.0,0.0,7.33,5.66,190.0,100.0
73,2023-11-04 01:00:00,7.0,35.13333257039388,19.15000057220459,19.866666158040363,21.666667302449543,19.944138029672768,0.0,0.0,0.0,0.0,0.0,7.33,5.66,190.0,100.0
74,2023-11-04 02:00:00,7.799999892711639,34.02499961853027,19.266666412353516,19.866666158040363,21.600000381469727,19.874224088285988,0.0,0.0,0.0,0.0,0.0,8.13,6.69,190.0,100.0
75,2023-11-04 03:00:00,3.9666666984558105,36.233333587646484,19.34999942779541,19.866666158040363,21.333333333333332,19.793094158121335,0.0,0.0,0.0,0.0,0.0,8.15,6.17,190.0,100.0
76,2023-11-04 04:00:00,3.4666666984558105,36.20000076293945,19.333332697550457,19.799999237060547,21.233333587646484,19.719325200614108,0.0,0.0,0.0,0.0,0.0,8.37,6.69,190.0,100.0
77,2023-11-04 05:00:00,7.5500001311302185,35.90000057220459,19.25,19.799999237060547,21.133333841959637,19.664861052813922,0.0,0.0,0.0,0.0,0.0,8.96,5.66,190.0,100.0
78,2023-11-04 06:00:00,5.0333333015441895,36.93333307902018,19.299999237060547,19.799999237060547,20.874999523162842,19.61833236637936,0.0,0.0,0.0,0.0,0.0,9.18,5.66,180.0,100.0
79,2023-11-04 07:00:00,4.549999952316284,36.875000953674316,19.200000762939453,19.799999237060547,20.866666158040363,19.57382986677163,0.0,0.0,0.0,0.0,0.0,9.18,5.66,180.0,100.0
80,2023-11-04 08:00:00,4.39999998609225,36.86666615804037,19.200000762939453,19.866666158040363,20.766667048136394,19.60007718472498,93.32258064516128,7.806451612903226,40.45161290322581,7.806451612903226,80.54838709677418,9.18,4.63,180.0,100.0
81,2023-11-04 09:00:00,6.800000071525574,35.96666590372721,19.200000762939453,19.833332697550457,20.700000762939453,19.67224745470136,324.4193548387097,29.935483870967744,241.41935483870967,29.935483870967744,331.1290322580645,9.19,5.66,180.0,100.0
82,2023-11-04 10:00:00,4.100000023841858,33.44999980926514,19.333332697550457,19.766666412353516,20.700000762939453,19.721071850356235,433.4516129032258,51.87096774193549,501.7741935483871,50.87096774193549,559.258064516129,9.43,4.63,170.0,75.0
83,2023-11-04 11:00:00,3.6666663487752285,31.6999994913737,19.34999942779541,19.766666412353516,20.700000762939453,19.819550220530523,366.7741935483871,66.51612903225806,687.2903225806451,64.87096774193549,671.258064516129,10.46,5.66,170.0,75.0
84,2023-11-04 12:00:00,3.533333381017049,30.633333206176758,19.299999237060547,19.799999237060547,20.666667302449543,19.81541942350326,210.4516129032258,77.2258064516129,787.6774193548387,71.87096774193549,719.0967741935484,11.05,6.17,170.0,75.0
85,2023-11-04 13:00:00,3.2749999463558197,29.75,19.299999237060547,19.799999237060547,20.600000381469727,19.78683432027003,81.2258064516129,148.83870967741936,802.258064516129,73.87096774193549,725.6774193548388,11.04,4.63,150.0,100.0
86,2023-11-04 14:00:00,3.3999999637405076,29.099999745686848,19.200000762939453,19.799999237060547,20.600000381469727,19.734089597408065,69.87096774193549,321.4516129032258,729.516129032258,68.2258064516129,692.7096774193549,11.04,3.6,130.0,100.0
87,2023-11-04 15:00:00,4.5333331823349,29.99999936421712,19.166667302449543,19.799999237060547,20.600000381469727,19.66206715886311,56.87096774193549,425.80645161290323,573.0967741935484,56.225806451612904,606.6774193548387,10.23,5.14,130.0,75.0
88,2023-11-04 16:00:00,3.875000035390258,34.84999942779541,19.200000762939453,19.799999237060547,20.933333079020183,19.57648743906329,38.225806451612904,387.9032258064516,335.61290322580646,38.58064516129032,423.80645161290323,9.19,5.14,120.0,75.0
89,2023-11-04 17:00:00,3.833333412806193,35.70000076293945,19.233333587646484,19.799999237060547,21.233332951863606,19.497206107689912,11.0,136.96774193548387,69.90322580645162,11.35483870967742,125.25806451612905,8.37,6.17,140.0,75.0
90,2023-11-04 18:00:00,8.166666666666666,33.233333587646484,19.25,19.700000762939453,21.233333587646484,19.401375377528556,0.0,0.0,0.0,0.0,0.0,8.37,5.14,140.0,75.0
91,2023-11-04 19:00:00,4.224999904632568,36.97500038146973,19.166667302449543,19.733333587646484,21.100000381469727,19.361449725961172,0.0,0.0,0.0,0.0,0.0,8.96,5.14,150.0,75.0
92,2023-11-04 20:00:00,7.033333381017049,36.666666666666664,19.200000762939453,19.725000381469727,20.949999809265137,19.30454671241049,0.0,0.0,0.0,0.0,0.0,8.96,5.14,150.0,75.0
93,2023-11-04 21:00:00,3.800000031789144,35.833333333333336,19.100000381469727,19.766666412353516,20.866666158040363,19.263832527386246,0.0,0.0,0.0,0.0,0.0,8.96,4.12,160.0,100.0
94,2023-11-04 22:00:00,4.149999976158142,35.90000057220459,19.0,19.733333587646484,20.600000381469727,19.207191779412536,0.0,0.0,0.0,0.0,0.0,9.18,4.12,170.0,75.0
95,2023-11-04 23:00:00,3.8999999364217124,35.63333384195963,19.0,19.766666412353516,20.666667302449543,19.17677245967277,0.0,0.0,0.0,0.0,0.0,9.19,4.12,170.0,100.0
96,2023-11-05 00:00:00,3.599999984105428,35.5,19.0,19.799999237060547,20.5,19.14498918512816,0.0,0.0,0.0,0.0,0.0,9.77,4.63,180.0,75.0
97,2023-11-05 01:00:00,5.224999904632568,35.625000953674316,18.899999618530273,19.799999237060547,20.399999618530273,19.11514333752321,0.0,0.0,0.0,0.0,0.0,9.99,4.12,180.0,20.0
98,2023-11-05 02:00:00,3.4333333174387612,35.03333282470703,18.899999618530273,19.799999237060547,20.633333206176758,19.07271686950465,0.0,0.0,0.0,0.0,0.0,9.19,3.6,170.0,58.0
99,2023-11-05 03:00:00,3.8333332538604736,35.800000508626304,18.866666158040363,19.799999237060547,20.774999618530273,19.050580710954563,0.0,0.0,0.0,0.0,0.0,9.18,3.09,160.0,63.0
100,2023-11-05 04:00:00,4.224999964237213,35.67500019073486,18.799999237060547,19.799999237060547,20.633333206176758,19.016169354992527,0.0,0.0,0.0,0.0,0.0,9.19,3.6,150.0,100.0
101,2023-11-05 05:00:00,4.933333396911621,36.59999974568685,18.799999237060547,19.799999237060547,20.53333346048991,18.996758039843648,0.0,0.0,0.0,0.0,0.0,9.19,3.09,150.0,100.0
102,2023-11-05 06:00:00,4.100000063578288,36.13333257039388,18.75,19.799999237060547,20.766666412353516,18.96687814849252,0.0,0.0,0.0,0.0,0.0,8.97,2.57,150.0,75.0
103,2023-11-05 07:00:00,5.974999979138374,34.19999885559082,18.633333841959637,19.766666412353516,20.766666412353516,18.95798479133182,0.0,0.0,0.0,0.0,0.0,9.19,2.57,160.0,100.0
104,2023-11-05 08:00:00,3.166666679084301,35.29999923706055,18.600000381469727,19.766666412353516,20.700000127156574,18.950049274454834,84.83870967741936,7.096774193548388,36.7741935483871,7.096774193548388,73.2258064516129,9.19,2.06,160.0,75.0
105,2023-11-05 09:00:00,3.1999997695287066,35.36666742960612,18.53333346048991,19.700000762939453,20.233332951863606,18.968759739099863,314.2903225806452,29.03225806451613,235.29032258064515,29.03225806451613,320.93548387096774,9.99,2.57,160.0,100.0
106,2023-11-05 10:00:00,3.0000001192092896,33.39999961853027,18.5,19.700000762939453,20.100000381469727,19.001528598450417,427.7741935483871,51.064516129032256,497.61290322580646,50.064516129032256,552.8709677419355,10.82,4.12,200.0,75.0
107,2023-11-05 11:00:00,3.399999936421713,31.53333346048991,18.433333079020183,19.666667302449543,20.100000381469727,19.108557406292167,363.61290322580646,65.74193548387098,684.3548387096774,64.06451612903226,666.8709677419355,11.29,4.12,210.0,75.0
108,2023-11-05 12:00:00,3.4666664997736616,30.233333587646484,18.34999942779541,19.666667302449543,20.066666920979817,19.10792566895912,208.7741935483871,76.38709677419355,785.1612903225806,71.06451612903226,715.4516129032259,11.87,5.14,220.0,100.0
109,2023-11-05 13:00:00,3.4750000536441803,29.174999713897705,18.299999237060547,19.600000381469727,20.0,19.134431920239575,80.38709677419355,147.58064516129033,799.8709677419355,73.06451612903226,722.1612903225806,12.08,5.14,220.0,75.0
110,2023-11-05 14:00:00,3.9999998211860657,28.46666653951009,18.299999237060547,19.566666920979817,20.0,19.12587809539197,69.06451612903226,318.7741935483871,726.741935483871,67.38709677419355,688.6451612903226,11.29,5.14,240.0,75.0
111,2023-11-05 15:00:00,3.1000000536441803,32.13333320617676,18.299999237060547,19.566666920979817,20.0,19.170256309338367,56.064516129032256,421.0967741935484,569.4516129032259,55.38709677419355,601.1612903225806,11.05,5.66,230.0,40.0
112,2023-11-05 16:00:00,3.5499999821186066,34.849998474121094,18.299999237060547,19.600000381469727,20.0,19.109097594206478,37.38709677419355,379.5483870967742,330.19354838709677,37.70967741935484,415.0967741935484,11.28,6.69,220.0,75.0
113,2023-11-05 17:00:00,9.633333206176758,33.833333333333336,18.299999237060547,19.625000476837158,20.0,19.055615495148526,10.0,124.51612903225805,63.54838709677418,10.322580645161288,113.87096774193552,11.05,6.17,220.0,75.0
114,2023-11-05 18:00:00,4.433333396911621,36.266666412353516,18.34999942779541,19.700000762939453,20.066666920979817,19.016136120724422,0.0,0.0,0.0,0.0,0.0,10.48,6.69,250.0,75.0
115,2023-11-05 19:00:00,6.450000047683716,35.95000076293945,18.46666653951009,19.700000762939453,20.299999237060547,18.95091228187725,0.0,0.0,0.0,0.0,0.0,10.02,5.66,260.0,40.0
116,2023-11-05 20:00:00,3.699999968210856,35.96666717529297,18.5,19.600000381469727,20.03333346048991,18.912282253593528,0.0,0.0,0.0,0.0,0.0,10.24,7.72,260.0,75.0
117,2023-11-05 21:00:00,5.766666571299235,35.43333180745443,18.5,19.600000381469727,20.0,18.89307528670116,0.0,0.0,0.0,0.0,0.0,10.24,7.2,250.0,40.0
118,2023-11-05 22:00:00,3.300000011920929,35.57499885559082,18.449999809265137,19.5,20.0,18.836339658221036,0.0,0.0,0.0,0.0,0.0,10.23,6.17,240.0,75.0
119,2023-11-05 23:00:00,4.3666666348775225,35.46666717529297,18.399999618530273,19.5,20.066666920979817,18.792616600392112,0.0,0.0,0.0,0.0,0.0,10.0,5.14,240.0,75.0
120,2023-11-06 00:00:00,4.800000031789144,35.06666564941406,18.34999942779541,19.5,20.500000476837158,18.764804763657217,0.0,0.0,0.0,0.0,0.0,8.85,5.14,220.0,20.0
121,2023-11-06 01:00:00,5.550000071525574,34.79999923706055,18.333332697550457,19.5,20.733333587646484,18.733777872447902,0.0,0.0,0.0,0.0,0.0,9.19,6.17,220.0,75.0
122,2023-11-06 02:00:00,6.366666555404663,33.43333371480306,18.299999237060547,19.600000381469727,21.93333371480306,18.69561918626122,0.0,0.0,0.0,0.0,0.0,8.96,6.17,220.0,40.0
123,2023-11-06 03:00:00,3.7333332697550454,34.833333333333336,18.333332697550457,19.600000381469727,23.233333587646484,18.697513455985696,0.0,0.0,0.0,0.0,0.0,9.19,6.69,210.0,94.0
124,2023-11-06 04:00:00,7.450000107288361,31.574999809265137,18.34999942779541,19.566666920979817,23.299999872843426,18.695095045404194,0.0,0.0,0.0,0.0,0.0,9.18,6.69,220.0,40.0
125,2023-11-06 05:00:00,7.699999968210856,29.93333371480306,18.333332697550457,19.5,23.866666793823242,18.73303240868353,0.0,0.0,0.0,0.0,0.0,9.19,5.14,220.0,75.0
126,2023-11-06 06:00:00,13.0,30.333332697550457,17.850000381469727,18.933333079020183,23.799999872843426,18.89246617922219,0.0,0.0,0.0,0.0,0.0,9.19,6.69,220.0,75.0
127,2023-11-06 07:00:00,28.04999952018261,34.874999046325684,18.399999618530273,20.250000476837158,23.77500009536743,19.427971374655282,0.0,0.0,0.0,0.0,0.0,9.19,8.75,220.0,20.0
128,2023-11-06 08:00:00,27.499999364217125,36.5,18.850000381469727,19.833333333333332,23.833333333333332,19.994188261561924,76.35483870967741,6.38709677419355,33.096774193548384,6.38709677419355,65.90322580645162,9.19,8.23,220.0,100.0
129,2023-11-06 09:00:00,33.399999022483826,38.199999491373696,18.899999618530273,20.03333346048991,24.133333206176758,20.33965867071596,304.1612903225806,28.129032258064516,229.16129032258064,28.129032258064516,310.741935483871,8.97,5.66,220.0,100.0
130,2023-11-06 10:00:00,28.825000077486038,35.14999961853027,20.399999618530273,19.833333333333332,23.1999994913737,20.567388215526456,422.0967741935484,50.25806451612903,493.4516129032258,49.25806451612903,546.483870967742,9.78,6.17,220.0,75.0
